target_id	length	eff_length	est_counts	tpm
lcl|CP000514.1_cds_ABM19087.1_1979	498	75.2855	65	179.229
lcl|CP000514.1_cds_ABM19088.1_1980	609	142.554	179	260.663
lcl|CP000514.1_cds_ABM19089.1_1981	1002	497.303	311	129.821
lcl|CP000514.1_cds_ABM19090.1_1982	738	244.664	109	92.4833
lcl|CP000514.1_cds_ABM19091.1_1983	684	199.76	105	109.116
lcl|CP000514.1_cds_ABM19092.1_1984	3768	3268	1502	95.4101
lcl|CP000514.1_cds_ABM19093.1_1985	1749	1241.79	671	112.171
lcl|CP000514.1_cds_ABM19094.1_1986	1005	500.303	368	152.694
lcl|CP000514.1_cds_ABM19095.1_1987	510	81.6531	47	119.49
lcl|CP000514.1_cds_ABM19096.1_1988	1227	716.718	477	138.158
lcl|CP000514.1_cds_ABM19097.1_1989	1317	814.711	484	123.324
lcl|CP000514.1_cds_ABM19098.1_1990	1425	919.161	676	152.673
lcl|CP000514.1_cds_ABM19099.1_1991	270	39.1304	128	679.05
lcl|CP000514.1_cds_ABM19100.1_1992	858	355.93	307	179.052
lcl|CP000514.1_cds_ABM19101.1_1993	960	455.666	331	150.795
lcl|CP000514.1_cds_ABM19102.1_1994	492	72.6314	166	474.45
lcl|CP000514.1_cds_ABM19103.1_1995	1119	610.38	395	134.339
lcl|CP000514.1_cds_ABM19104.1_1996	579	121.876	180	306.593
lcl|CP000514.1_cds_ABM19105.1_1997	2079	1573.82	806	106.313
lcl|CP000514.1_cds_ABM19106.1_1998	588	128.061	73	118.335
lcl|CP000514.1_cds_ABM19107.1_1999	1980	1471.49	704	99.3166
lcl|CP000514.1_cds_ABM19108.1_2000	1950	1432.76	683	98.9587
lcl|CP000514.1_cds_ABM19109.1_2001	849	347.268	183	109.394
lcl|CP000514.1_cds_ABM19110.1_2002	852	350.167	208	123.309
lcl|CP000514.1_cds_ABM19111.1_2003	1653	1145.05	658	119.291
lcl|CP000514.1_cds_ABM19112.1_2004	288	38.4	63	340.578
lcl|CP000514.1_cds_ABM19113.1_2005	528	90.8096	142	324.611
lcl|CP000514.1_cds_ABM19114.1_2006	762	266.211	255	198.848
lcl|CP000514.1_cds_ABM19115.1_2007	324	34.9909	8	47.4616
lcl|CP000514.1_cds_ABM19116.1_2008	1515	1002.83	725	150.078
lcl|CP000514.1_cds_ABM19117.1_2009	2820	2312.36	1301	116.796
lcl|CP000514.1_cds_ABM19118.1_2010	1053	542.219	327	125.193
lcl|CP000514.1_cds_ABM19119.1_2011	1017	515.091	328	132.189
lcl|CP000514.1_cds_ABM19120.1_2012	876	373.481	201	111.721
lcl|CP000514.1_cds_ABM19121.1_2013	1647	1134.8	614	112.32
lcl|CP000514.1_cds_ABM19122.1_2014	384	36.7772	125	705.566
lcl|CP000514.1_cds_ABM19123.1_2015	807	307.217	234	158.117
lcl|CP000514.1_cds_ABM19124.1_2016	1518	1004.87	482	99.5737
lcl|CP000514.1_cds_ABM19125.1_2017	900	396.926	249	130.226
lcl|CP000514.1_cds_ABM19126.1_2018	1665	1152.11	621	111.894
lcl|CP000514.1_cds_ABM19127.1_2019	1644	1139.97	637	115.999
lcl|CP000514.1_cds_ABM19128.1_2020	1266	763.201	401	109.072
lcl|CP000514.1_cds_ABM19129.1_2021	1101	590.272	394	138.564
lcl|CP000514.1_cds_ABM19130.1_2022	3630	3121.76	1631	108.458
lcl|CP000514.1_cds_ABM19131.1_2023	453	56.8571	98	357.806
lcl|CP000514.1_cds_ABM19132.1_2024	1137	626.582	285	94.4221
lcl|CP000514.1_cds_ABM19133.1_2025	642	166.598	121	150.772
lcl|CP000514.1_cds_ABM19134.1_2026	189	56	7	25.9488
lcl|CP000514.1_cds_ABM19135.1_2027	366	34.2232	39	236.565
lcl|CP000514.1_cds_ABM19136.1_2028	303	36.0252	2	11.5247
lcl|CP000514.1_cds_ABM19137.1_2029	2373	1863.1	873	97.2715
lcl|CP000514.1_cds_ABM19138.1_2030	999	494.303	349	146.568
lcl|CP000514.1_cds_ABM19139.1_2031	354	33.0754	67	420.51
lcl|CP000514.1_cds_ABM19140.1_2032	192	59	7	24.6293
lcl|CP000514.1_cds_ABM19141.1_2033	405	41.9764	80	395.632
lcl|CP000514.1_cds_ABM19142.1_2034	1926	1415.69	965	141.503
lcl|CP000514.1_cds_ABM19143.1_2035	2601	2093.29	1032	102.343
lcl|CP000514.1_cds_ABM19144.1_2036	984	479.443	412	178.388
lcl|CP000514.1_cds_ABM19145.1_2037	2388	1879.75	982	108.447
lcl|CP000514.1_cds_ABM19146.1_2038	1149	640.925	347	112.39
lcl|CP000514.1_cds_ABM19147.1_2039	1389	879.005	622	146.895
lcl|CP000514.1_cds_ABM19148.1_2040	2643	2136.34	1082	105.139
lcl|CP000514.1_cds_ABM19149.1_2041	837	335.86	217	134.124
lcl|CP000514.1_cds_ABM19150.1_2042	300	37.9423	34	186.021
lcl|CP000514.1_cds_ABM19151.1_2043	675	192.259	150	161.961
lcl|CP000514.1_cds_ABM19152.1_2044	1014	509.303	276	112.497
lcl|CP000514.1_cds_ABM19153.1_2045	885	382.262	209	113.499
lcl|CP000514.1_cds_ABM19154.1_2046	1236	726.412	449	128.313
lcl|CP000514.1_cds_ABM19155.1_2047	2064	1563.67	903	119.881
lcl|CP000514.1_cds_ABM19156.1_2048	1047	541.662	364	139.502
lcl|CP000514.1_cds_ABM19157.1_2049	1032	526.104	466	183.874
lcl|CP000514.1_cds_ABM19158.1_2050	876	373.481	503	279.58
lcl|CP000514.1_cds_ABM19159.1_2051	2409	1896.6	1251	136.927
lcl|CP000514.1_cds_ABM19160.1_2052	378	36.1205	65	373.565
lcl|CP000514.1_cds_ABM19161.1_2053	462	59.8438	54	187.319
lcl|CP000514.1_cds_ABM19162.1_2054	1044	539.366	435	167.422
lcl|CP000514.1_cds_ABM19163.1_2055	501	76.8688	113	305.165
lcl|CP000514.1_cds_ABM19164.1_2056	1101	591.031	371	130.308
lcl|CP000514.1_cds_ABM19165.1_2057	669	187.646	140	154.88
lcl|CP000514.1_cds_ABM19166.1_2058	624	153.164	162	219.566
lcl|CP000514.1_cds_ABM19167.1_2059	2625	2119.75	1213	118.791
lcl|CP000514.1_cds_ABM19168.1_2060	324	34.9909	52	308.5
lcl|CP000514.1_cds_ABM19169.1_2061	1035	526.516	320	126.167
lcl|CP000514.1_cds_ABM19170.1_2062	951	446.882	321	149.114
lcl|CP000514.1_cds_ABM19171.1_2063	819	318.492	330	215.091
lcl|CP000514.1_cds_ABM19172.1_2064	1377	870.151	593	141.471
lcl|CP000514.1_cds_ABM19173.1_2065	1629	1117.52	634	117.772
lcl|CP000514.1_cds_ABM19174.1_2066	1512	1011.48	594	121.909
lcl|CP000514.1_cds_ABM19175.1_2067	651	173.515	58	69.3901
lcl|CP000514.1_cds_ABM19176.1_2068	1416	908.218	591	135.084
lcl|CP000514.1_cds_ABM19177.1_2069	306	37.248	40	222.928
lcl|CP000514.1_cds_ABM19178.1_2070	810	310.008	207	138.613
lcl|CP000514.1_cds_ABM19179.1_2071	1191	688.245	302	91.09
lcl|CP000514.1_cds_ABM19180.1_2072	1521	1013.51	442	90.5322
lcl|CP000514.1_cds_ABM19181.1_2073	939	435.009	245	116.916
lcl|CP000514.1_cds_ABM19182.1_2074	1488	974.886	560	119.245
lcl|CP000514.1_cds_ABM19183.1_2075	1314	802.362	420	108.664
lcl|CP000514.1_cds_ABM19184.1_2076	651	173.515	163	195.01
lcl|CP000514.1_cds_ABM19185.1_2077	2817	2320.12	1284	114.884
lcl|CP000514.1_cds_ABM19186.1_2078	783	285.44	217	157.816
lcl|CP000514.1_cds_ABM19187.1_2079	609	142.554	158	230.082
lcl|CP000514.1_cds_ABM19188.1_2080	1446	939.105	555	122.683
lcl|CP000514.1_cds_ABM19189.1_2081	1893	1377.54	675	101.72
lcl|CP000514.1_cds_ABM19190.1_2082	738	244.664	194	164.603
lcl|CP000514.1_cds_ABM19191.1_2083	1719	1211.99	819	140.278
lcl|CP000514.1_cds_ABM19192.1_2084	1083	579.762	713	255.298
lcl|CP000514.1_cds_ABM19193.1_2085	1698	1199.23	738	127.75
lcl|CP000514.1_cds_ABM19194.1_2086	279	38.6102	0	0
lcl|CP000514.1_cds_ABM19195.1_2087	1677	1173.9	701	123.963
lcl|CP000514.1_cds_ABM19196.1_2088	1182	679.435	498	152.156
lcl|CP000514.1_cds_ABM19197.1_2089	1149	639.148	451	146.481
lcl|CP000514.1_cds_ABM19198.1_2090	762	266.211	234	182.472
lcl|CP000514.1_cds_ABM19199.1_2091	444	53.5961	86	333.098
lcl|CP000514.1_cds_ABM19200.1_2092	1167	663.701	452	141.375
lcl|CP000514.1_cds_ABM19201.1_2093	1014	506.032	310.5	127.377
lcl|CP000514.1_cds_ABM19202.1_2094	1608	1108.24	625	117.072
lcl|CP000514.1_cds_ABM19203.1_2095	810	310.008	181	121.203
lcl|CP000514.1_cds_ABM19204.1_2096	1989	1494.64	745	103.473
lcl|CP000514.1_cds_ABM19205.1_2097	900	396.926	265	138.593
lcl|CP000514.1_cds_ABM19206.1_2098	741	247.226	144	120.913
lcl|CP000514.1_cds_ABM19207.1_2099	426	47.9571	8	34.6293
lcl|CP000514.1_cds_ABM19208.1_2100	888	385.225	215	115.859
lcl|CP000514.1_cds_ABM19209.1_2101	1086	579.792	379	135.698
lcl|CP000514.1_cds_ABM19210.1_2102	780	282.633	179	131.473
lcl|CP000514.1_cds_ABM19211.1_2103	1167	657.698	368	116.152
lcl|CP000514.1_cds_ABM19212.1_2104	1494	984.607	604	127.345
lcl|CP000514.1_cds_ABM19213.1_2105	921	417.416	447	222.303
lcl|CP000514.1_cds_ABM19214.1_2106	1107	597.649	499	173.325
lcl|CP000514.1_cds_ABM19215.1_2107	1119	605.909	488	167.193
lcl|CP000514.1_cds_ABM19216.1_2108	804	304.661	294	200.326
lcl|CP000514.1_cds_ABM19217.1_2109	819	318.492	174	113.412
lcl|CP000514.1_cds_ABM19218.1_2110	3117	2613.05	1103	87.6264
lcl|CP000514.1_cds_ABM19219.1_2111	1182	675.939	358	109.947
lcl|CP000514.1_cds_ABM19220.1_2112	1056	551.168	296	111.484
lcl|CP000514.1_cds_ABM19221.1_2113	1143	634.696	352	115.129
lcl|CP000514.1_cds_ABM19222.1_2114	1101	589.448	494	173.975
lcl|CP000514.1_cds_ABM19223.1_2115	387	37.1437	69	385.63
lcl|CP000514.1_cds_ABM19224.1_2116	615	146.76	105	148.521
lcl|CP000514.1_cds_ABM19225.1_2117	1248	737.8	593	166.849
lcl|CP000514.1_cds_ABM19226.1_2118	612	144.604	281	403.397
lcl|CP000514.1_cds_ABM19227.1_2119	978	473.489	330	144.681
lcl|CP000514.1_cds_ABM19228.1_2120	2130	1609.92	775	99.9318
lcl|CP000514.1_cds_ABM19229.1_2121	798	299.129	175	121.447
lcl|CP000514.1_cds_ABM19230.1_2122	2121	1607.52	727.172	93.9048
lcl|CP000514.1_cds_ABM19231.1_2123	429	48.8259	171	727.03
lcl|CP000514.1_cds_ABM19232.1_2124	801	301.867	271	186.363
lcl|CP000514.1_cds_ABM19233.1_2125	726	234.662	219	193.735
lcl|CP000514.1_cds_ABM19234.1_2126	732	239.553	189	163.782
lcl|CP000514.1_cds_ABM19235.1_2127	402	40.9605	44	222.994
lcl|CP000514.1_cds_ABM19236.1_2128	999	494.303	248	104.152
lcl|CP000514.1_cds_ABM19237.1_2129	672	190.015	208	227.239
lcl|CP000514.1_cds_ABM19238.1_2130	1023	519.396	458	183.052
lcl|CP000514.1_cds_ABM19239.1_2131	1824	1306.9	845	134.221
lcl|CP000514.1_cds_ABM19240.1_2132	861	358.724	230	133.099
lcl|CP000514.1_cds_ABM19241.1_2133	996	491.397	271	114.484
lcl|CP000514.1_cds_ABM19242.1_2134	537	95.5073	84	182.578
lcl|CP000514.1_cds_ABM19243.1_2135	225	50.4615	1	4.11383
lcl|CP000514.1_cds_ABM19244.1_2136	1050	539.289	355	136.651
lcl|CP000514.1_cds_ABM19245.1_2137	555	106.496	103	200.775
lcl|CP000514.1_cds_ABM19246.1_2138	582	123.599	88	147.8
lcl|CP000514.1_cds_ABM19247.1_2139	855	353.032	242	142.301
lcl|CP000514.1_cds_ABM19248.1_2140	972	467.534	286	126.987
lcl|CP000514.1_cds_ABM19249.1_2141	324	34.9909	14	83.0577
lcl|CP000514.1_cds_ABM19250.1_2142	420	46.3036	64	286.927
lcl|CP000514.1_cds_ABM19251.1_2143	834	332.925	206	128.448
lcl|CP000514.1_cds_ABM19252.1_2144	234	49.375	1	4.20436
lcl|CP000514.1_cds_ABM19253.1_2145	2187	1682.05	860	106.137
lcl|CP000514.1_cds_ABM19254.1_2146	354	33.0754	12	75.3152
lcl|CP000514.1_cds_ABM19255.1_2147	360	33.4006	26	161.594
lcl|CP000514.1_cds_ABM19256.1_2148	1233	722.944	457	131.226
lcl|CP000514.1_cds_ABM19257.1_2149	894	391.039	244	129.532
lcl|CP000514.1_cds_ABM19258.1_2150	279	38.6102	42	225.816
lcl|CP000514.1_cds_ABM19259.1_2151	744	249.859	215	178.628
lcl|CP000514.1_cds_ABM19260.1_2152	504	78.2647	83	220.15
lcl|CP000514.1_cds_ABM19261.1_2153	2307	1805.09	953	109.598
lcl|CP000514.1_cds_ABM19262.1_2154	720	229.497	324	293.072
lcl|CP000514.1_cds_ABM19263.1_2155	339	33.6657	24	147.989
lcl|CP000514.1_cds_ABM19264.1_2156	567	114.229	243	441.609
lcl|CP000514.1_cds_ABM19265.1_2157	453	56.8571	167	609.731
lcl|CP000514.1_cds_ABM19266.1_2158	1788	1281.35	715	115.837
lcl|CP000514.1_cds_ABM19267.1_2159	774	277.208	210	157.261
lcl|CP000514.1_cds_ABM19268.1_2160	930	426.174	253	123.237
lcl|CP000514.1_cds_ABM19269.1_2161	2034	1522.65	727	99.1154
lcl|CP000514.1_cds_ABM19270.1_2162	762	266.211	204	159.078
lcl|CP000514.1_cds_ABM19271.1_2163	2178	1667.44	1054	131.219
lcl|CP000514.1_cds_ABM19272.1_2164	1128	625.871	436	144.613
lcl|CP000514.1_cds_ABM19273.1_2165	414	44.641	44	204.609
lcl|CP000514.1_cds_ABM19274.1_2166	855	353.032	317	186.402
lcl|CP000514.1_cds_ABM19275.1_2167	1572	1064.92	604	117.741
lcl|CP000514.1_cds_ABM19276.1_2168	1041	529.165	439	172.219
lcl|CP000514.1_cds_ABM19277.1_2169	261	44.0303	63	297.027
lcl|CP000514.1_cds_ABM19278.1_2170	867	364.586	319	181.634
lcl|CP000514.1_cds_ABM19279.1_2171	771	274.262	222	168.033
lcl|CP000514.1_cds_ABM19280.1_2172	690	204.598	141	143.062
lcl|CP000514.1_cds_ABM19281.1_2173	1065	561.522	341	126.065
lcl|CP000514.1_cds_ABM19282.1_2174	822	321.399	323	208.624
lcl|CP000514.1_cds_ABM19283.1_2175	1014	506.032	310.5	127.377
lcl|CP000514.1_cds_ABM19284.1_2176	1212	701.579	637	188.482
lcl|CP000514.1_cds_ABM19285.1_2177	903	399.888	261	135.49
lcl|CP000514.1_cds_ABM19286.1_2178	357	32.8365	4	25.2877
lcl|CP000514.1_cds_ABM19287.1_2179	765	268.819	286	220.858
lcl|CP000514.1_cds_ABM19288.1_2180	1155	649.816	417	133.215
lcl|CP000514.1_cds_ABM19289.1_2181	1260	747.81	467	129.638
lcl|CP000514.1_cds_ABM19290.1_2182	567	114.229	120	218.079
lcl|CP000514.1_cds_ABM19291.1_2183	192	59	2	7.03695
lcl|CP000514.1_cds_ABM19292.1_2184	1227	714.905	483	140.251
lcl|CP000514.1_cds_ABM19293.1_2185	981	476.443	367	159.905
lcl|CP000514.1_cds_ABM19294.1_2186	1089	574.37	515	186.133
lcl|CP000514.1_cds_ABM19295.1_2187	1539	1033.12	719.855	144.645
lcl|CP000514.1_cds_ABM19296.1_2188	741	247.226	251.65	211.304
lcl|CP000514.1_cds_ABM19297.1_2189	666	185.33	232	259.866
lcl|CP000514.1_cds_ABM19298.1_2190	1950	1443.47	861	123.823
lcl|CP000514.1_cds_ABM19299.1_2191	1542	1036.56	782	156.61
lcl|CP000514.1_cds_ABM19300.1_2192	1326	812.421	683	174.52
lcl|CP000514.1_cds_ABM19301.1_2193	1968	1451.7	703	100.528
lcl|CP000514.1_cds_ABM19302.1_2194	2178	1682.55	907	111.904
lcl|CP000514.1_cds_ABM19303.1_2195	654	175.642	231	273.018
lcl|CP000514.1_cds_ABM19304.1_2196	1008	503.303	294	121.262
lcl|CP000514.1_cds_ABM19305.1_2197	846	344.401	164	98.8521
lcl|CP000514.1_cds_ABM19306.1_2198	885	382.262	212	115.128
lcl|CP000514.1_cds_ABM19307.1_2199	2472	1968.92	1006	106.066
lcl|CP000514.1_cds_ABM19308.1_2200	837	335.86	205	126.707
lcl|CP000514.1_cds_ABM19309.1_2201	390	37.641	29	159.935
lcl|CP000514.1_cds_ABM19310.1_2202	702	214.359	158	153.011
lcl|CP000514.1_cds_ABM19311.1_2203	654	175.642	230	271.836
lcl|CP000514.1_cds_ABM19312.1_2204	1371	863.079	588	141.427
lcl|CP000514.1_cds_ABM19313.1_2205	2646	2144.08	1168	113.086
lcl|CP000514.1_cds_ABM19314.1_2206	237	46.8889	21	92.9728
lcl|CP000514.1_cds_ABM19315.1_2207	345	32.6904	65	412.763
lcl|CP000514.1_cds_ABM19316.1_2208	840	338.73	232	142.181
lcl|CP000514.1_cds_ABM19317.1_2209	2238	1733.46	967	115.803
lcl|CP000514.1_cds_ABM19318.1_2210	1350	844.289	493	121.217
lcl|CP000514.1_cds_ABM19319.1_2211	894	391.039	391	207.569
lcl|CP000514.1_cds_ABM19320.1_2212	2871	2374.31	1329	116.197
lcl|CP000514.1_cds_ABM19321.1_2213	735	242.17	135	115.723
lcl|CP000514.1_cds_ABM19322.1_2214	741	247.226	153	128.47
lcl|CP000514.1_cds_ABM19323.1_2215	918	414.655	202	101.128
lcl|CP000514.1_cds_ABM19324.1_2216	690	204.598	107	108.565
lcl|CP000514.1_cds_ABM19325.1_2217	387	37.1437	14	78.2437
lcl|CP000514.1_cds_ABM19326.1_2218	792	293.734	170	120.144
lcl|CP000514.1_cds_ABM19327.1_2219	1803	1295.1	760	121.819
lcl|CP000514.1_cds_ABM19328.1_2220	2727	2226.91	1181	110.091
lcl|CP000514.1_cds_ABM19329.1_2221	909	405.811	420	214.848
lcl|CP000514.1_cds_ABM19330.1_2222	1128	624.494	377	125.32
lcl|CP000514.1_cds_ABM19331.1_2223	852	350.167	395	234.168
lcl|CP000514.1_cds_ABM19332.1_2224	195	62	32	107.143
lcl|CP000514.1_cds_ABM19333.1_2225	402	40.9605	226	1145.38
lcl|CP000514.1_cds_ABM19334.1_2226	756	260.703	284.73	226.722
lcl|CP000514.1_cds_ABM19335.1_2227	1545	1047.16	612.627	121.448
lcl|CP000514.1_cds_ABM19336.1_2228	573	117.911	510	897.887
lcl|CP000514.1_cds_ABM19337.1_2229	1479	974.764	680	144.816
lcl|CP000514.1_cds_ABM19338.1_2230	450	55.7982	34	126.493
lcl|CP000514.1_cds_ABM19339.1_2231	1059	553.575	276	103.5
lcl|CP000514.1_cds_ABM19340.1_2232	567	114.229	61	110.857
lcl|CP000514.1_cds_ABM19341.1_2233	618	148.975	196	273.118
lcl|CP000514.1_cds_ABM19342.1_2234	1629	1128.18	720	132.483
lcl|CP000514.1_cds_ABM19343.1_2235	273	39.6939	0	0
lcl|CP000514.1_cds_ABM19344.1_2236	462	59.8438	22	76.3151
lcl|CP000514.1_cds_ABM19345.1_2237	981	476.443	302	131.584
lcl|CP000514.1_cds_ABM19346.1_2238	834	332.925	257	160.248
lcl|CP000514.1_cds_ABM19347.1_2239	732	239.553	151	130.853
lcl|CP000514.1_cds_ABM19348.1_2240	1536	1034.44	568	113.986
lcl|CP000514.1_cds_ABM19349.1_2241	933	429.133	406	196.4
lcl|CP000514.1_cds_ABM19350.1_2242	1734	1231.81	784	132.123
lcl|CP000514.1_cds_ABM19351.1_2243	1401	891.22	404	94.1029
lcl|CP000514.1_cds_ABM19352.1_2244	1302	792.678	487	127.538
lcl|CP000514.1_cds_ABM19353.1_2245	735	242.17	215	184.3
lcl|CP000514.1_cds_ABM19354.1_2246	906	402.811	305	157.183
lcl|CP000514.1_cds_ABM19355.1_2247	357	32.8365	39	246.555
lcl|CP000514.1_cds_ABM19356.1_2248	759	263.523	155	122.101
lcl|CP000514.1_cds_ABM19357.1_2249	528	90.8096	93	212.597
lcl|CP000514.1_cds_ABM19358.1_2250	240	47.3684	97	425.098
lcl|CP000514.1_cds_ABM19359.1_2251	225	50.4615	142	584.164
lcl|CP000514.1_cds_ABM19360.1_2252	552	104.663	143	283.627
lcl|CP000514.1_cds_ABM19361.1_2253	1398	881.105	643	151.492
lcl|CP000514.1_cds_ABM19362.1_2254	897	393.926	453	238.721
lcl|CP000514.1_cds_ABM19363.1_2255	801	301.867	231	158.856
lcl|CP000514.1_cds_ABM19364.1_2256	825	324.337	181	115.848
lcl|CP000514.1_cds_ABM19365.1_2257	1233	720.714	375.461	108.146
lcl|CP000514.1_cds_ABM19366.1_2258	495	74.0431	39	109.342
lcl|CP000514.1_cds_ABM19367.1_2259	594	132.169	94	147.64
lcl|CP000514.1_cds_ABM19368.1_2260	1125	615.282	328.168	110.721
lcl|CP000514.1_cds_ABM19369.1_2261	909	405.811	206	105.378
lcl|CP000514.1_cds_ABM19370.1_2262	831	330.021	151	94.9823
lcl|CP000514.1_cds_ABM19371.1_2263	711	221.902	156.429	146.339
lcl|CP000514.1_cds_ABM19372.1_2264	1209	695.956	363	108.276
lcl|CP000514.1_cds_ABM19373.1_2265	570	115.999	64	114.533
lcl|CP000514.1_cds_ABM19374.1_2266	756	260.703	341	271.528
lcl|CP000514.1_cds_ABM19375.1_2267	723	232.105	382	341.654
lcl|CP000514.1_cds_ABM19376.1_2268	933	429.133	259	125.289
lcl|CP000514.1_cds_ABM19377.1_2269	414	44.641	86	399.918
lcl|CP000514.1_cds_ABM19378.1_2270	570	115.999	326	583.402
lcl|CP000514.1_cds_ABM19379.1_2271	333	34.8182	334	1991.35
lcl|CP000514.1_cds_ABM19380.1_2272	234	49.375	133	559.18
lcl|CP000514.1_cds_ABM19381.1_2273	2244	1721.24	916	110.474
lcl|CP000514.1_cds_ABM19382.1_2274	435	50.6485	22	90.1702
lcl|CP000514.1_cds_ABM19383.1_2275	417	45.4293	9	41.1257
lcl|CP000514.1_cds_ABM19384.1_2276	2148	1636.2	761	96.5504
lcl|CP000514.1_cds_ABM19385.1_2277	1509	1001.5	499	103.432
lcl|CP000514.1_cds_ABM19386.1_2278	1287	775.504	418	111.892
lcl|CP000514.1_cds_ABM19387.1_2279	1458	949.455	610	133.371
lcl|CP000514.1_cds_ABM19388.1_2280	807	307.217	248	167.576
lcl|CP000514.1_cds_ABM19389.1_2281	1281	770.282	531	143.104
lcl|CP000514.1_cds_ABM19390.1_2282	2208	1711	992	120.356
lcl|CP000514.1_cds_ABM19391.1_2283	765	268.819	151	116.607
lcl|CP000514.1_cds_ABM19392.1_2284	390	37.641	67	369.505
lcl|CP000514.1_cds_ABM19393.1_2285	915	411.694	275	138.664
lcl|CP000514.1_cds_ABM19394.1_2286	1077	566.672	278	101.84
lcl|CP000514.1_cds_ABM19395.1_2287	1482	966.328	640	137.487
lcl|CP000514.1_cds_ABM19396.1_2288	1572	1060.89	632	123.667
lcl|CP000514.1_cds_ABM19397.1_2289	735	242.17	286	245.161
lcl|CP000514.1_cds_ABM19398.1_2290	762	266.211	266	207.425
lcl|CP000514.1_cds_ABM19399.1_2291	819	318.492	176	114.715
lcl|CP000514.1_cds_ABM19400.1_2292	477	65.992	18	56.6224
lcl|CP000514.1_cds_ABM19401.1_2293	2214	1698.39	902	110.25
lcl|CP000514.1_cds_ABM19402.1_2294	354	33.0754	159	997.926
lcl|CP000514.1_cds_ABM19403.1_2295	1038	531.021	419	163.798
lcl|CP000514.1_cds_ABM19404.1_2296	1299	794.186	395	103.248
lcl|CP000514.1_cds_ABM19405.1_2297	549	102.851	78	157.431
lcl|CP000514.1_cds_ABM19406.1_2298	663	183.028	124	140.641
lcl|CP000514.1_cds_ABM19407.1_2299	1218	714.636	507	147.275
lcl|CP000514.1_cds_ABM19408.1_2300	1062	555.673	512	191.275
lcl|CP000514.1_cds_ABM19409.1_2301	279	38.6102	9	48.3891
lcl|CP000514.1_cds_ABM19410.1_2302	390	37.641	20	110.3
lcl|CP000514.1_cds_ABM19411.1_2303	750	255.336	209	169.919
lcl|CP000514.1_cds_ABM19412.1_2304	813	312.918	213	141.304
lcl|CP000514.1_cds_ABM19413.1_2305	252	42.1429	0	0
lcl|CP000514.1_cds_ABM19414.1_2306	1008	503.303	334	137.76
lcl|CP000514.1_cds_ABM19415.1_2307	726	234.662	271	239.736
lcl|CP000514.1_cds_ABM19416.1_2308	492	72.6314	80	228.651
lcl|CP000514.1_cds_ABM19417.1_2309	1386	880.717	477	112.432
lcl|CP000514.1_cds_ABM19418.1_2310	1008	503.303	278	114.663
lcl|CP000514.1_cds_ABM19419.1_2311	1659	1150.65	660	119.071
lcl|CP000514.1_cds_ABM19420.1_2312	1188	686.434	366	110.685
lcl|CP000514.1_cds_ABM19421.1_2313	1659	1150.31	612	110.444
lcl|CP000514.1_cds_ABM19422.1_2314	1695	1195.69	690	119.795
lcl|CP000514.1_cds_ABM19423.1_2315	1353	844.098	484	119.031
lcl|CP000514.1_cds_ABM19424.1_2316	1809	1302.18	722	115.099
lcl|CP000514.1_cds_ABM19425.1_2317	2196	1681.55	945	116.662
lcl|CP000514.1_cds_ABM19426.1_2318	978	473.489	398	174.494
lcl|CP000514.1_cds_ABM19427.1_2319	426	47.9571	115	497.796
lcl|CP000514.1_cds_ABM19428.1_2320	1068	562.052	351	129.64
lcl|CP000514.1_cds_ABM19429.1_2321	906	402.811	220	113.378
lcl|CP000514.1_cds_ABM19430.1_2322	492	72.6314	29	82.8859
lcl|CP000514.1_cds_ABM19431.1_2323	888	385.225	207	111.548
lcl|CP000514.1_cds_ABM19432.1_2324	813	312.918	259	171.821
lcl|CP000514.1_cds_ABM19433.1_2325	1392	883.469	605	142.158
lcl|CP000514.1_cds_ABM19434.1_2326	747	252.636	172	141.332
lcl|CP000514.1_cds_ABM19435.1_2327	858	355.93	212	123.645
lcl|CP000514.1_cds_ABM19436.1_2328	1092	586.047	317	112.288
lcl|CP000514.1_cds_ABM19437.1_2329	1290	778.743	505	134.618
lcl|CP000514.1_cds_ABM19438.1_2330	1758	1260.77	724	119.209
lcl|CP000514.1_cds_ABM19439.1_2331	627	155.275	74	98.9321
lcl|CP000514.1_cds_ABM19440.1_2332	864	361.586	180	103.34
lcl|CP000514.1_cds_ABM19441.1_2333	951	446.882	397	184.418
lcl|CP000514.1_cds_ABM19442.1_2334	639	164.316	219	276.675
lcl|CP000514.1_cds_ABM19443.1_2335	591	130.118	107	170.708
lcl|CP000514.1_cds_ABM19444.1_2336	1092	582.557	616	219.507
lcl|CP000514.1_cds_ABM19445.1_2337	702	214.359	380	368.001
lcl|CP000514.1_cds_ABM19446.1_2338	702	214.359	327	316.675
lcl|CP000514.1_cds_ABM19447.1_2339	1113	606.141	466	159.595
lcl|CP000514.1_cds_ABM19448.1_2340	1278	770.208	500	134.762
lcl|CP000514.1_cds_ABM19449.1_2341	1047	535.997	349	135.167
lcl|CP000514.1_cds_ABM19450.1_2342	1221	711.51	302	88.1115
lcl|CP000514.1_cds_ABM19451.1_2343	2478	1966.79	1049	110.719
lcl|CP000514.1_cds_ABM19452.1_2344	651	173.515	131	156.726
lcl|CP000514.1_cds_ABM19453.1_2345	924	420.376	364	179.751
lcl|CP000514.1_cds_ABM19454.1_2346	747	252.636	298	244.866
