target_id	length	eff_length	est_counts	tpm	sid	run
lcl|CP000514.1_cds_ABM19225.1_2117	1248	1096.24	1345.0	172.899	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19226.1_2118	612	461.529	680.0	207.627	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19227.1_2119	978	834.625	925.0	156.18	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19228.1_2120	2130	1998.87	1902.0	134.091	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19229.1_2121	798	652.186	707.0	152.764	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19230.1_2122	2121	1944.52	1996.03	144.654	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19231.1_2123	429	276.828	559.0	284.561	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19232.1_2124	801	645.577	863.0	188.381	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19233.1_2125	726	575.615	663.0	162.314	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19234.1_2126	732	577.464	716.0	174.728	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19235.1_2127	402	249.053	373.0	211.053	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19236.1_2128	999	839.802	826.0	138.605	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19237.1_2129	672	518.025	655.0	178.182	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19238.1_2130	1023	871.693	1019.0	164.735	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19239.1_2131	1824	1663.2	1763.0	149.377	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19240.1_2132	861	716.944	800.0	157.246	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19241.1_2133	996	838.947	1051.0	176.54	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19242.1_2134	537	386.239	568.0	207.237	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19243.1_2135	225	76.0064	226.0	419.018	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19244.1_2136	1050	884.724	1114.0	177.44	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19245.1_2137	555	402.815	524.0	183.316	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19246.1_2138	582	424.779	476.0	157.913	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19247.1_2139	855	697.983	830.0	167.574	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19248.1_2140	972	809.79	944.0	164.276	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19249.1_2141	324	170.119	322.0	266.733	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19250.1_2142	420	266.789	463.0	244.561	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19251.1_2143	834	681.082	736.0	152.283	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19252.1_2144	234	85.0011	192.0	318.311	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19253.1_2145	2187	2032.61	2265.0	157.032	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19254.1_2146	354	202.397	324.0	225.588	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19255.1_2147	360	207.407	330.0	224.216	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19256.1_2148	1233	1072.44	1259.0	165.434	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19257.1_2149	894	734.456	898.0	172.3	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19258.1_2150	279	130.0	376.0	407.586	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19259.1_2151	744	594.62	842.0	199.548	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19260.1_2152	504	350.046	511.0	205.717	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19261.1_2153	2307	2176.9	2251.0	145.717	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19262.1_2154	720	562.107	818.0	205.073	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19263.1_2155	339	183.143	310.0	238.531	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19264.1_2156	567	414.535	653.0	221.986	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19265.1_2157	453	300.381	463.0	217.211	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19266.1_2158	1788	1632.77	2015.0	173.91	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19267.1_2159	774	614.888	838.0	192.053	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19268.1_2160	930	776.204	862.0	156.497	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19269.1_2161	2034	1855.98	1935.0	146.92	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19270.1_2162	762	602.863	629.0	147.03	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19271.1_2163	2178	2031.14	2300.0	159.574	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19272.1_2164	1128	981.077	1132.0	162.599	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19273.1_2165	414	265.191	414.0	219.996	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19274.1_2166	855	699.292	957.0	192.854	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19275.1_2167	1572	1418.69	1692.0	168.069	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19276.1_2168	1041	890.914	1099.0	173.835	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19277.1_2169	261	112.0	368.0	463.025	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19278.1_2170	867	711.963	1042.0	206.246	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19279.1_2171	771	615.984	752.0	172.037	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19280.1_2172	690	535.764	653.0	171.757	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19281.1_2173	1065	913.575	989.0	152.555	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19282.1_2174	822	663.838	777.0	164.943	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19283.1_2175	1014	864.817	572.0	93.2065	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19284.1_2176	1212	1049.76	1310.0	175.856	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19285.1_2177	903	752.963	969.0	181.353	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19286.1_2178	357	200.826	303.0	212.617	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19287.1_2179	765	617.741	888.0	202.573	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19288.1_2180	1155	994.662	1156.0	163.778	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19289.1_2181	1260	1093.38	1261.0	162.525	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19290.1_2182	567	415.137	645.0	218.949	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19291.1_2183	192	43.8484	203.0	652.405	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19292.1_2184	1227	1068.51	1188.0	156.68	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19293.1_2185	981	825.207	955.0	163.085	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19294.1_2186	1089	921.999	1067.0	163.083	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19295.1_2187	1539	1381.02	1539.51	157.093	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19296.1_2188	741	589.71	806.626	192.756	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19297.1_2189	666	509.195	640.0	177.121	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19298.1_2190	1950	1794.57	1992.0	156.424	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19299.1_2191	1542	1397.4	1640.0	165.386	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19300.1_2192	1326	1164.79	1305.0	157.883	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19301.1_2193	1968	1802.06	1479.0	115.658	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19302.1_2194	2178	2026.35	2196.0	152.718	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19303.1_2195	654	497.844	682.0	193.048	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19304.1_2196	1008	856.79	1002.0	164.804	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19305.1_2197	846	681.887	715.0	147.764	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19306.1_2198	885	722.802	901.0	175.663	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19307.1_2199	2472	2309.53	2528.0	154.251	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19308.1_2200	837	676.996	833.0	173.394	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19309.1_2201	390	232.772	390.0	236.107	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19310.1_2202	702	541.489	738.0	192.062	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19311.1_2203	654	502.487	713.0	199.958	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19312.1_2204	1371	1214.54	1574.0	182.628	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19313.1_2205	2646	2487.82	2756.0	156.112	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19314.1_2206	237	88.0006	255.0	408.347	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19315.1_2207	345	191.504	373.0	274.477	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19316.1_2208	840	690.841	971.0	198.069	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19317.1_2209	2238	2078.53	2423.0	164.275	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19318.1_2210	1350	1191.17	1411.0	166.928	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19319.1_2211	894	737.537	1006.0	192.216	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19320.1_2212	2871	2705.26	2975.0	154.972	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19321.1_2213	735	575.757	731.0	178.917	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19322.1_2214	741	586.647	738.0	177.278	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19323.1_2215	918	764.086	820.0	151.233	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19324.1_2216	690	543.322	617.0	160.03	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19325.1_2217	387	232.23	353.0	214.205	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19326.1_2218	792	635.989	689.0	152.667	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19327.1_2219	1803	1651.17	1911.0	163.096	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19328.1_2220	2727	2567.27	2673.0	146.724	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19329.1_2221	909	753.099	993.0	185.811	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19330.1_2222	1128	977.906	1187.0	171.052	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19331.1_2223	852	702.404	896.0	179.761	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19332.1_2224	195	46.6066	211.0	637.984	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19333.1_2225	402	248.769	443.0	250.947	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19334.1_2226	756	598.901	650.143	152.978	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19335.1_2227	1545	1384.28	1551.79	157.973	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19336.1_2228	573	431.3	1871.76	611.569	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19337.1_2229	1479	1318.95	1533.0	163.79	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19338.1_2230	450	294.235	434.0	207.859	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19339.1_2231	1059	906.843	1009.0	156.795	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19340.1_2232	567	407.942	437.0	150.959	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19341.1_2233	618	463.185	690.0	209.927	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19342.1_2234	1629	1474.14	1592.0	152.187	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19343.1_2235	273	124.0	241.0	273.886	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19344.1_2236	462	306.275	416.0	191.406	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19345.1_2237	981	824.421	1060.0	181.189	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19346.1_2238	834	676.445	842.0	175.41	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19347.1_2239	732	574.525	622.0	152.565	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19348.1_2240	1536	1387.43	1629.0	165.456	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19349.1_2241	933	783.538	1148.0	206.469	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19350.1_2242	1734	1559.95	1777.0	160.529	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19351.1_2243	1401	1230.39	1261.0	144.426	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19352.1_2244	1302	1143.65	1269.0	156.367	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19353.1_2245	735	587.222	683.0	163.905	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19354.1_2246	906	747.477	997.0	187.963	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19355.1_2247	357	204.63	375.0	258.247	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19356.1_2248	759	606.964	673.0	156.252	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19357.1_2249	528	378.32	472.0	175.816	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19358.1_2250	240	91.0003	253.0	391.789	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19359.1_2251	225	76.0064	313.0	580.321	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19360.1_2252	552	401.541	632.0	221.8	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19361.1_2253	1398	1257.97	1393.0	156.046	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19362.1_2254	897	743.653	1055.22	199.962	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19363.1_2255	801	639.129	836.0	184.328	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19364.1_2256	825	670.126	734.358	154.428	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19365.1_2257	1233	1067.4	1178.33	155.565	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19366.1_2258	495	337.968	377.0	157.195	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19367.1_2259	594	432.957	496.029	161.45	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19368.1_2260	1125	963.807	994.369	145.389	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19369.1_2261	909	754.252	727.139	135.855	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19370.1_2262	831	671.359	591.443	124.146	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19371.1_2263	711	550.542	591.821	151.486	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19372.1_2264	1209	1042.43	1143.77	154.62	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19373.1_2265	570	417.083	477.0	161.165	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19374.1_2266	756	611.818	732.0	168.602	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19375.1_2267	723	577.216	689.0	168.211	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19376.1_2268	933	780.242	968.0	174.832	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19377.1_2269	414	263.346	437.0	233.846	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19378.1_2270	570	421.493	660.0	220.662	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19379.1_2271	333	185.067	339.0	258.133	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19380.1_2272	234	85.0011	300.0	497.36	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19381.1_2273	2244	2109.94	2135.0	142.594	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19382.1_2274	435	278.302	368.0	186.34	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19383.1_2275	417	264.239	331.0	176.525	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19384.1_2276	2148	2017.85	2098.0	146.518	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19385.1_2277	1509	1377.69	1526.0	156.09	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19386.1_2278	1287	1155.36	1246.0	151.976	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19387.1_2279	1458	1306.5	1542.0	166.321	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19388.1_2280	807	649.226	898.0	194.919	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19389.1_2281	1281	1133.49	1345.0	167.216	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19390.1_2282	2208	2059.14	2370.0	162.195	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19391.1_2283	765	621.765	730.0	165.452	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19392.1_2284	390	235.884	386.0	230.602	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19393.1_2285	915	758.744	872.0	161.955	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19394.1_2286	1077	916.64	1102.0	169.417	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19395.1_2287	1482	1312.65	1609.0	172.736	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19396.1_2288	1572	1412.59	1595.0	159.118	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19397.1_2289	735	579.14	839.0	204.152	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19398.1_2290	762	594.245	824.0	195.405	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19399.1_2291	819	664.734	790.0	167.476	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19400.1_2292	477	326.915	354.0	152.596	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19401.1_2293	2214	2056.2	2208.0	151.324	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19402.1_2294	354	201.278	444.0	310.858	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19403.1_2295	1038	885.697	1104.0	175.654	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19404.1_2296	1299	1136.45	1255.0	155.62	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19405.1_2297	549	394.547	487.0	173.942	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19406.1_2298	663	508.182	637.0	176.642	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19407.1_2299	1218	1065.92	1176.0	155.473	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19408.1_2300	1062	895.969	1299.0	204.31	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19409.1_2301	279	130.0	292.0	316.529	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19410.1_2302	390	237.248	310.0	184.134	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19411.1_2303	750	594.408	774.0	183.498	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19412.1_2304	813	658.606	725.0	155.127	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19413.1_2305	252	103.0	200.0	273.632	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19414.1_2306	1008	850.365	1052.0	174.335	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19415.1_2307	726	570.523	889.0	219.585	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19416.1_2308	492	340.532	546.0	225.948	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19417.1_2309	1386	1231.65	1311.0	149.999	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19418.1_2310	1008	841.205	938.0	157.136	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19419.1_2311	1659	1484.38	1665.0	158.068	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19420.1_2312	1188	1028.55	1082.0	148.244	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19421.1_2313	1659	1485.83	1793.0	170.053	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19422.1_2314	1695	1541.41	1760.0	160.905	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19423.1_2315	1353	1199.6	1444.0	169.631	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19424.1_2316	1809	1661.04	1903.0	161.448	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19425.1_2317	2196	2027.53	2240.0	155.688	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19426.1_2318	978	825.704	1019.0	173.91	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19427.1_2319	426	267.937	413.0	217.216	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19428.1_2320	1068	909.826	1022.0	158.295	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19429.1_2321	906	748.621	924.0	173.934	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19430.1_2322	492	335.113	424.0	178.299	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19431.1_2323	888	734.953	780.0	149.558	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19432.1_2324	813	658.32	944.0	202.073	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19433.1_2325	1392	1236.77	1447.0	164.874	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19434.1_2326	747	596.958	739.0	174.452	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19435.1_2327	858	704.969	703.0	140.527	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19436.1_2328	1092	934.497	1024.0	154.417	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19437.1_2329	1290	1126.93	1384.0	173.067	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19438.1_2330	1758	1601.51	1830.0	161.026	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19439.1_2331	627	467.22	452.0	136.33	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19440.1_2332	864	704.59	640.0	128.002	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19441.1_2333	951	792.877	1094.0	194.44	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19442.1_2334	639	490.109	706.0	202.995	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19443.1_2335	591	432.823	706.0	229.863	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19444.1_2336	1092	934.892	1431.0	215.701	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19445.1_2337	702	556.73	777.0	196.676	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19446.1_2338	702	553.309	734.0	186.94	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19447.1_2339	1113	967.297	1195.0	174.093	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19448.1_2340	1278	1122.88	1346.0	168.922	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19449.1_2341	1047	883.263	1134.0	180.924	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19450.1_2342	1221	1063.44	1038.0	137.55	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19451.1_2343	2478	2325.65	2553.0	154.697	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19452.1_2344	651	491.969	621.0	177.88	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19453.1_2345	924	772.562	1005.0	183.319	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19454.1_2346	747	592.895	776.0	184.441	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19455.1_2347	873	713.163	873.0	172.504	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19456.1_2348	363	210.472	293.0	196.176	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19457.1_2349	1074	913.346	991.0	152.902	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19458.1_2350	1419	1267.73	1445.0	160.626	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19459.1_2351	447	294.91	501.0	239.399	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19460.1_2352	864	702.625	968.0	194.145	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19461.1_2353	231	82.002	236.0	405.566	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19462.1_2354	414	260.882	402.0	217.148	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19463.1_2355	738	579.958	736.0	178.836	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19464.1_2356	2448	2286.03	2552.0	157.316	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19465.1_2357	1725	1574.87	1796.0	160.708	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19466.1_2358	1341	1185.43	1761.0	209.344	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19467.1_2359	1125	987.628	1196.0	170.652	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19468.1_2360	3135	2990.39	3069.0	144.625	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19469.1_2361	735	574.903	677.0	165.946	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19470.1_2362	1158	1017.58	1159.0	160.505	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19471.1_2363	903	749.884	869.0	163.305	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19472.1_2364	1545	1390.65	1752.84	177.623	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19473.1_2365	756	598.237	734.673	173.059	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19474.1_2366	978	830.657	900.0	152.685	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19475.1_2367	1140	985.372	1287.0	184.057	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19476.1_2368	624	468.377	642.0	193.159	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19477.1_2369	1395	1240.38	1491.0	169.394	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19478.1_2370	1263	1112.45	1436.0	181.907	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19479.1_2371	255	106.0	288.0	382.878	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19480.1_2372	438	285.166	449.0	221.882	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19481.1_2373	1407	1256.81	1460.0	163.703	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19482.1_2374	1095	947.922	1018.0	151.338	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19483.1_2375	639	482.916	512.0	149.408	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19484.1_2376	270	121.0	194.0	225.939	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19485.1_2377	1176	1023.14	1199.0	165.143	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19486.1_2378	888	729.555	1036.0	200.113	Sample_77306	Run_1768
lcl|CP000514.1_cds_ABM19487.1_2379	1143	989.868	1009.0	143.644	Sample_77306	Run_1768
